7.06886, 50.72710, Subway, D-Bonn, Erich-Hoffmann-Str. 12, +49 228 96289114
7.63378, 51.95607, Subway, D-Münster, Berliner Platz
8.03877, 52.84330, Subway, D-Cloppenburg, Eschstrasse
8.81353, 53.08257, Subway, D-Bremen, Bahnhofsplatz
13.43324, 52.51033, Subway, D-Berlin, Im Ostbahnhof (Neben Inter City Hotel)
8.06284, 52.26555, Subway, D-Osnabrück, Hannoversche Straße 5
6.63010, 51.45091, Subway, D-Moers, Homberger Strasse
7.19777, 51.61343, Subway, D-Recklinghausen, Breite Straße 9
8.21068, 53.11149, Subway, D-Oldenburg, Cloppenburger Straße 323
8.12895, 51.56785, Subway, D-Soest, Riga Ring 15
9.70619, 50.86808, Subway, D-Bad Hersfeld, Linggplatz 7
7.71445, 52.26210, Subway, D-Ibbenbüren, Münsterstraße 112
8.77141, 53.09259, Subway, D-Bremen, Büro
6.76436, 51.43377, Subway, D-Duisburg, Kuhtor
12.06448, 47.84387, Subway, D-Kolbermoor, Carl-Jordan-Str. 20
13.80461, 51.05228, Subway, D-Dresden, Loschwitzer Str. 47, +49(351)6569763
11.09006, 49.44092, Subway, D-Nürnberg, Allersberger Str. 80/Paulstr.
7.08573, 51.17377, Subway, D-Solingen, An Den Clemens Galerien
8.13076, 49.19215, Subway, D-Landau, Johannes-Kopp-Str.12 (Sbk-Center)
8.62740, 53.16707, Subway, D-Bremen, Zum Alten Speicher 1
8.65082, 49.87025, Subway, D-Darmstadt, Elisabethen Str. 21
8.22179, 53.15909, Subway, D-Oldenburg, Nadorster Straße 178
7.86356, 49.84271, Subway, D-Bad Kreuznach, Wilhelmstr. 70
8.24051, 50.08466, Subway, D-Wiesbaden, Langasse (Fußgängerzone)
6.15298, 50.80552, Subway, D-Würselen, Willy-Brandt-Ring
8.70259, 50.12244, Subway, D-Frankfurt, Arnsburger Str. 2
13.75096, 51.06324, Subway, D-Dresden, Bautzner Str. 23
6.54383, 51.51026, Subway, D-Niersenbruch, Kruppstr.
8.04744, 52.27269, Subway, D-Osnabrück, Neumarkt
9.79478, 52.39334, Subway, D-Hannover, Karl-Wiechert-Allee 70, +49(511)4379519
7.99704, 52.40258, Subway, D-Bramsche, Engterstraße 22
6.08821, 50.77512, Subway, D-Aachen, Peterstr.
7.18900, 51.50805, Subway, D-Bochum, Riemker Str.
8.63069, 50.11656, Subway, D-Frankfurt am Main, Heinrich-Hertz-Strasse
10.53548, 52.25146, Subway, D-Braunschweig, Berliner Platz
8.46544, 49.48678, Subway, D-Mannheim, Im Stadthaus
13.31166, 52.50041, Subway, D-Berlin, Kurfürstendamm 180
7.59217, 50.35714, Subway, D-Koblenz, Löhrrondell
10.06892, 53.57270, Subway, D-Hamburg, Wandsbeker Marktstr. 111
8.64618, 53.03736, Subway, D-Delmenhorst, Hasporter Damm 110
8.62956, 53.04832, Subway, D-Delmenhorst, Mühlendamm
11.56167, 48.14934, Subway, D-München, Gabelsbergerstr. 77
6.10392, 50.79656, Subway, D-Aachen, Krefelder Str.
9.98861, 53.45697, Subway, D-Hamburg, Phoenix Center
13.26240, 53.55716, Subway, D-Neubrandenburg, Turmstrasse
9.43703, 54.78589, Subway, D-Flensburg, Süderhofenden
8.19880, 53.13349, Subway, D-Oldenburg, Hauptstraße 32
11.42428, 48.76505, Subway, D-Ingolstadt, Milchstr. 7, +49(841)2205755
6.97148, 51.62086, Subway, D-Bottrop, Warner Allee
9.73879, 52.37613, Subway, D-Hannover, Schillerstr.28
12.92187, 50.83141, Subway, D-Chemnitz, Am Rathaus 1
8.65242, 49.29390, Subway, D-Walldorf, Walldorf
7.14293, 53.70750, Subway, D-Norderney, Poststraße 6
13.38496, 54.09597, Subway, D-Greifswald, Schuhhagen 28-29
6.43689, 51.19404, Subway, D-Mönchengladbach, Hindenburgstraße 70
7.20317, 50.79434, Subway, D-Sankt Augustin, Europaplatz
9.98217, 53.56562, Subway, D-Hamburg, Grindelallee 35
13.34461, 50.92013, Subway, D-Freiberg, Untermarkt 22
8.77217, 50.80768, Subway, D-Marburg, Lahntor 5
7.33589, 51.64333, Subway, D-Datteln, Castroper Straße 122
9.21689, 48.80379, Subway, D-Stuttgart, König-Karl-Straße 54
7.62291, 51.96109, Subway, D-Münster, Aegidiimarkt 6
7.53037, 52.17501, Subway, D-Emsdetten, Bahnhofstr.
6.79729, 51.19239, Subway, D-Düsseldorf, Christophstr.
12.37658, 51.33860, Subway, D-Leipzig, Neumarkt
7.84444, 51.02338, Subway, D-Olpe, Bruchstr.
8.69763, 53.86125, Subway, D-Cuxhaven, Johannes-Gutenberg-Str.
11.41033, 53.62899, Subway, D-Schwerin, Ecke Marienplatz
9.22957, 52.92120, Subway, D-Verden, Herrlichkeit
7.21682, 51.60290, Subway, D-Recklinghausen, Castroper Straße 185
6.77166, 51.43243, Subway, D-Duisburg, Königstr.
7.61090, 51.97661, Subway, D-Münster, Dorpatweg
7.05953, 52.20344, Subway, D-Gronau (Westfalen), Ochtruper Straße 157
10.09439, 48.83830, Subway, D-Aalen, Reichsstädter Straße 17
8.22403, 53.13071, Subway, D-Oldenburg, Bremer Straße 42
10.13212, 54.32996, Subway, D-Kiel, Holtenauer Str. 19
8.35708, 52.19114, Subway, D-Melle, Industriestraße 28
13.41283, 52.54035, Subway, D-Berlin, Schönhauser Allee Prenzlauer Berg
8.83631, 53.07682, Subway, D-Bremen, Bismarckstraße 153
6.14295, 51.78830, Subway, D-Kleve, Brücktor
6.78763, 51.22803, Subway, D-Düsseldorf, Am Wehrhahn
6.77660, 51.21826, Subway, D-Düsseldorf, Graf-Adolf-Platz 6
7.60963, 53.13897, Subway, D-Ostrhauderfehn, Hauptstraße 49
8.69636, 48.89205, Subway, D-Pforzheim, Westliche Karl-Friedrich-Str.
7.00080, 51.38790, Subway, D-Werden, Brückstrasse
9.75074, 52.36920, Subway, D-Hannover, Marienstr. 50, +49(511)2205067
7.85813, 53.01965, Subway, D-Friesoythe, Moorstr 5
10.40940, 53.24735, Subway, D-Lüneburg, Am Sande 10
8.69537, 50.04796, Subway, D-Neu-Isenburg, Frankfurter Str. 190b
11.46529, 53.89156, Subway, D-Wismar, Am Markt 7
8.65585, 49.54936, Subway, D-Weinheim, Mannheimer Str. 84
9.93015, 49.79684, Subway, D-Würzburg, Juliuspromenade
9.95082, 52.15103, Subway, D-Hildesheim, Am Huckup
7.11480, 51.66135, Subway, D-Marl, Bergstraße 139
8.38032, 51.90814, Subway, D-Gütersloh, Berliner Strasse 62
6.71005, 51.41885, Subway, D-Duisburg, Asterlager Str. 90
7.55616, 50.98967, Subway, D-Gummersbach-Vollmerhausen, Vollmerhauser Straße 45, +4922615012150
11.85806, 52.60775, Subway, D-Stendal, Breite Str.
8.28514, 52.72803, Subway, D-Vechta, Große Straße 34
9.91700, 53.59967, Subway, D-Hamburg-Stellingen, Kieler Str.561
10.13465, 54.31989, Subway, D-Kiel, Holstenplatz 1
8.13997, 49.35137, Subway, D-Neustadt an der Weinstrasse, Talstrasse
8.58034, 53.54142, Subway, D-Bremerhaven, Bgm. Smidt-Str. 10
7.32317, 52.50418, Subway, D-Lingen (Ems), Rheiner Straße 127
11.00240, 49.59575, Subway, D-Erlangen, Bahnhofsplatz 4, +49(9131)9707341
9.48109, 47.65102, Subway, D-Friedrichshafen, Wilhelmstr.
8.26737, 50.00159, Subway, D-Mainz, Römer Passage
9.03329, 48.70616, Subway, D-Sindelfingen, Schwertstr. 43, +49(7031)631137
8.27989, 50.67452, Subway, D-Herborn, Gewerbegebiet West auf den Lüppen 3
7.45490, 53.22966, Subway, D-Leer (Ostfriesland), Mühlenstraße 44
6.99613, 49.23332, Subway, D-Saarbrücken, Kaltenbachstr. 6
6.87910, 51.40189, Subway, D-Mülheim, B1
7.47361, 51.35793, Subway, D-Friedrich-Ebert-Platz
10.09281, 53.65222, Subway, D-Hamburg, S-Bhf. Poppenbüttel
13.08769, 54.31130, Subway, D-Stralsund, Neuer Markt
11.08404, 49.45602, Subway, D-Nürnberg, Innerer Laufer Platz, +49(911)801-9394
7.63159, 51.93358, Subway, D-Münster, Robert-Bosch-Straße 2
6.77512, 51.20083, Subway, D-Düsseldorf, Südring 9
7.69769, 51.37494, Subway, D-Iserlohn, Unnaer Str.
6.96069, 50.93659, Subway, D-Köln, Gürzenichstr. 27, +49(221)1687788
7.88870, 51.76214, Subway, D-Ahlen, Alter Hof 5
