11.06811, 49.44896, KFC, D-Nürnberg, Ludwigstr. 59, +49 (911) 24520
8.91135, 50.13089, KFC, D-Hanau, Am Steinheimer Tor 1 (Einfahrt hier) (EKZ-Postcarré)
9.98168, 53.79927, KFC, D-Henstedt/Ulzburg, Am Bahnbogen 2 (Einfahrt hier)
8.22281, 50.00563, KFC, D-Mainz, Elbestr. 90, +49 (6131) 689295
6.15359, 50.80472, KFC, D-Würselen, Adenauerstraße 25
6.85372, 50.91970, KFC, D-Köln, Dürener Str. 421
6.93942, 50.93674, KFC, D-Köln, Rudolfplatz 12
12.86345, 50.86020, KFC, D-Chemnitz/Röhrsdorf, Haydnstraße (P Einfahrt hier)
7.44882, 51.38407, KFC, D-Hagen, Becheltestr. 8, +49 (2331) 3484400
10.89817, 48.36824, KFC, D-Augsburg, Maximilianstr. 17, +49 (821) 152881
9.23165, 48.77937, KFC, D-Stuttgart/Wangen, Ulmer Straße 205 (P Einfahrt hier)
6.42078, 51.13990, KFC, D-Mönchengladbach, Adolf-Kempken-Weg 141 (Einfahrt hier)
10.86768, 49.91419, KFC, D-Hallstadt, Laubanger 37 (Einfahrt hier)
7.89228, 49.85125, KFC, D-Bad Kreuznach, Schwabenheimer Weg 133 (Einfahrt hier)
8.74375, 51.70388, KFC, D-Paderborn, Borchener Str.
8.28793, 50.01940, KFC, D-Mainz-Kastel, Otto Suhr Ring
8.91643, 50.12826, KFC, D-Hanau, Am Steinheimer Tor 1, +49 6181 4282857
7.49923, 51.50404, KFC, D-Dortmund, Westfalendamm 166 (Einfahrt hier)
13.34065, 52.50454, KFC, D-Berlin, Nürnberger Straße (Einfahrt Parkhaus Europa-Center hier)
13.18469, 52.51597, KFC, D-Berlin, Gatower Str. 56, +49 (30) 36413134
9.93354, 49.79744, KFC, D-Würzburg, Theaterstr.
6.95583, 51.43887, KFC, D-Mülheim, Humboldtring 13 (P Einfahrt hier) (EKZ-Rhein-Ruhr-Zentrum)
9.93713, 53.47102, KFC, D-Hamburg, Stader Str. 200, +49 (40) 79140500
7.52160, 50.39616, KFC, D-Mülheim/Kärlich, Industriestraße 35 (Einfahrt hier)
13.33694, 52.50493, KFC, D-Berlin, Budapester Str.
6.88183, 51.48949, KFC, D-Oberhausen, Centroallee (Einfahrt Parkhaus hier) (EKZ-Centro)
8.23279, 49.96750, KFC, D-Mainz, Haifa Allee 42 (P Einfahrt hier)
9.22563, 48.83946, KFC, D-Stuttgart, Aldinger Straße 50 (Einfahrt hier)
9.41215, 52.33414, KFC, D-Barsinghausen, Schortenbreite 1 (Einfahrt hier)
7.25863, 51.50170, KFC, D-Bochum, Castroper Hellweg 111a, +49 (234) 5770763
13.19480, 52.53438, KFC, D-Spandau, Am Bahnhof Spandau (Einfahrt Parkhaus hier) (EKZ)
6.59346, 51.32188, KFC, D-Krefeld, Untergath
8.66023, 48.90140, KFC, D-Pforzheim, Julius-Moser-Straße 6 (Einfahrt hier)
6.79827, 51.28719, KFC, D-Düsseldorf, Wanheimer Strasse 49
7.17711, 50.79301, KFC, D-Sankt Augustin, Marie-Curie-Straße 3 (Einfahrt hier)
8.74994, 53.11321, KFC, D-Bremen, Ludwig-Plate-Straße (P Einfahrt hier) (EKZ-Waterfront)
11.52934, 48.17773, KFC, D-München, Gärtnerstrasse
11.58666, 48.19280, KFC, D-München, Maria-Probst-Straße 5 (Einfahrt hier)
13.39388, 52.42698, KFC, D-Berlin, Mariendorfer Damm
10.23688, 50.03576, KFC, D-Schweinfurt, Carl-Benz-Str.
7.02393, 49.21008, KFC, D-Saarbrücken, Saargemünder Str. (bei Globus)
6.42068, 51.13934, KFC, D-Mönchengladbach, Adolf-Kempken-Weg 141, +49 2166 854561
